transaction_id,user_id,date,amount,category,payment_method,monthly_budget,cumulative_spend,financial_health_score
TRANS045667,CUST00173,2024-12-18,35000,Makan & Minum,Bank Transfer,2040000,151000,92.6
TRANS009043,CUST00173,2024-12-19,2111000,Tagihan & Kos,Credit Card,2040000,2262000,0.0
TRANS011016,CUST00175,2023-01-23,180000,Hiburan & Nongkrong,Bank Transfer,2163000,180000,91.68
TRANS031344,CUST00175,2023-04-23,231000,Belanja Umum,Credit Card,2163000,231000,89.32
TRANS002065,CUST00175,2023-06-01,64000,Makan & Minum,Bank Transfer,2163000,64000,97.04
TRANS007762,CUST00175,2023-06-01,30000,Makan & Minum,Bank Transfer,2163000,94000,95.65
TRANS048766,CUST00175,2023-08-23,220000,Hiburan & Nongkrong,Credit Card,2163000,220000,89.83
TRANS023620,CUST00175,2023-09-01,41000,Transportasi,E-Wallet,2163000,41000,98.1
TRANS019327,CUST00175,2023-11-18,31000,Transportasi,Bank Transfer,2163000,31000,98.57
TRANS012775,CUST00175,2023-11-27,39000,Makan & Minum,Bank Transfer,2163000,70000,96.76
TRANS037979,CUST00175,2023-12-18,210000,Hiburan & Nongkrong,E-Wallet,2163000,210000,90.29
TRANS039557,CUST00175,2024-01-19,28000,Makan & Minum,Credit Card,2163000,28000,98.71
TRANS026100,CUST00175,2024-01-26,10000,Transportasi,E-Wallet,2163000,38000,98.24
TRANS000594,CUST00175,2024-01-27,297000,Belanja Umum,E-Wallet,2163000,335000,84.51
TRANS038097,CUST00175,2024-02-19,30000,Makan & Minum,E-Wallet,2163000,30000,98.61
TRANS012667,CUST00175,2024-02-25,28000,Transportasi,Credit Card,2163000,58000,97.32
TRANS047837,CUST00175,2024-05-18,18000,Makan & Minum,Bank Transfer,2163000,18000,99.17
TRANS004444,CUST00175,2024-05-19,55000,Kebutuhan Kuliah,Bank Transfer,2163000,73000,96.63
TRANS024561,CUST00175,2024-05-30,381000,Belanja Umum,E-Wallet,2163000,454000,79.01
TRANS040686,CUST00175,2024-06-26,375000,Belanja Umum,Credit Card,2163000,375000,82.66
TRANS007149,CUST00175,2024-07-10,40000,Transportasi,Credit Card,2163000,40000,98.15
TRANS045921,CUST00175,2024-07-23,30000,Makan & Minum,Bank Transfer,2163000,70000,96.76
TRANS046593,CUST00175,2024-07-30,14000,Transportasi,E-Wallet,2163000,84000,96.12
TRANS028859,CUST00175,2024-10-23,60000,Kebutuhan Kuliah,E-Wallet,2163000,60000,97.23
TRANS010553,CUST00177,2023-03-14,44000,Transportasi,E-Wallet,2351000,44000,98.13
TRANS003715,CUST00177,2023-03-26,27000,Transportasi,E-Wallet,2351000,71000,96.98
TRANS020759,CUST00177,2023-03-28,40000,Kebutuhan Kuliah,E-Wallet,2351000,111000,95.28
TRANS018998,CUST00177,2023-04-06,177000,Belanja Umum,E-Wallet,2351000,177000,92.47
TRANS016147,CUST00177,2023-05-14,26000,Makan & Minum,Credit Card,2351000,26000,98.89
TRANS002614,CUST00177,2023-06-21,553000,Tagihan & Kos,Bank Transfer,2351000,553000,76.48
TRANS046385,CUST00177,2023-10-09,71000,Makan & Minum,Bank Transfer,2351000,71000,96.98
TRANS027450,CUST00177,2023-11-26,65000,Makan & Minum,E-Wallet,2351000,65000,97.24
TRANS024473,CUST00177,2024-01-14,67000,Makan & Minum,Credit Card,2351000,67000,97.15
TRANS031127,CUST00177,2024-01-15,27000,Transportasi,Bank Transfer,2351000,94000,96.0
TRANS038527,CUST00177,2024-02-23,34000,Makan & Minum,Credit Card,2351000,34000,98.55
TRANS041586,CUST00177,2024-03-18,98000,Hiburan & Nongkrong,Credit Card,2351000,98000,95.83
TRANS029760,CUST00177,2024-05-13,22000,Makan & Minum,Credit Card,2351000,22000,99.06
TRANS041524,CUST00177,2024-06-06,67000,Makan & Minum,Bank Transfer,2351000,67000,97.15
TRANS002557,CUST00177,2024-07-09,46000,Makan & Minum,Bank Transfer,2351000,46000,98.04
TRANS044565,CUST00177,2024-07-09,40000,Makan & Minum,Bank Transfer,2351000,86000,96.34
TRANS040481,CUST00177,2024-07-25,46000,Makan & Minum,Bank Transfer,2351000,132000,94.39
TRANS028450,CUST00177,2024-11-22,93000,Kebutuhan Kuliah,Credit Card,2351000,93000,96.04
TRANS017173,CUST00182,2023-01-14,45000,Transportasi,Bank Transfer,3182000,45000,98.59
TRANS034872,CUST00182,2023-03-08,62000,Makan & Minum,Bank Transfer,3182000,62000,98.05
TRANS038091,CUST00182,2023-03-21,31000,Makan & Minum,E-Wallet,3182000,93000,97.08
TRANS016511,CUST00182,2023-03-26,373000,Belanja Umum,Bank Transfer,3182000,466000,85.36
TRANS015859,CUST00182,2023-04-09,262000,Hiburan & Nongkrong,E-Wallet,3182000,262000,91.77
TRANS001525,CUST00182,2023-06-05,63000,Makan & Minum,Bank Transfer,3182000,63000,98.02
TRANS030198,CUST00182,2023-07-05,18000,Transportasi,Bank Transfer,3182000,18000,99.43
TRANS038213,CUST00182,2023-08-01,203000,Belanja Umum,Bank Transfer,3182000,203000,93.62
TRANS028883,CUST00182,2023-09-06,49000,Makan & Minum,E-Wallet,3182000,49000,98.46
TRANS025380,CUST00182,2023-09-28,12000,Transportasi,Credit Card,3182000,61000,98.08
TRANS000975,CUST00182,2023-10-13,68000,Makan & Minum,Credit Card,3182000,68000,97.86
TRANS004086,CUST00182,2023-10-20,37000,Makan & Minum,Credit Card,3182000,105000,96.7
TRANS033913,CUST00182,2023-10-28,228000,Hiburan & Nongkrong,Bank Transfer,3182000,333000,89.53
TRANS008965,CUST00182,2023-11-14,177000,Hiburan & Nongkrong,Credit Card,3182000,177000,94.44
TRANS010186,CUST00182,2023-12-11,426000,Belanja Umum,Bank Transfer,3182000,426000,86.61
TRANS049488,CUST00182,2024-01-30,72000,Makan & Minum,Credit Card,3182000,72000,97.74
TRANS003233,CUST00182,2024-03-27,26000,Makan & Minum,Credit Card,3182000,26000,99.18
TRANS012011,CUST00182,2024-05-24,1415000,Tagihan & Kos,Bank Transfer,3182000,1415000,55.53
TRANS025992,CUST00182,2024-07-23,266000,Hiburan & Nongkrong,Bank Transfer,3182000,266000,91.64
TRANS002398,CUST00182,2024-08-10,192000,Kebutuhan Kuliah,Credit Card,3182000,192000,93.97
TRANS048323,CUST00182,2024-09-05,17000,Makan & Minum,Credit Card,3182000,17000,99.47
TRANS012508,CUST00182,2024-09-07,55000,Makan & Minum,E-Wallet,3182000,72000,97.74
TRANS007979,CUST00182,2024-09-28,57000,Makan & Minum,Bank Transfer,3182000,129000,95.95
TRANS039955,CUST00182,2024-10-03,25000,Makan & Minum,Bank Transfer,3182000,25000,99.21
TRANS039180,CUST00182,2024-10-05,31000,Makan & Minum,Bank Transfer,3182000,56000,98.24
TRANS040677,CUST00182,2024-11-06,41000,Transportasi,Bank Transfer,3182000,41000,98.71
TRANS024282,CUST00182,2024-12-09,31000,Transportasi,Credit Card,3182000,31000,99.03
TRANS008358,CUST00182,2024-12-15,193000,Belanja Umum,Bank Transfer,3182000,224000,92.96
TRANS038376,CUST00183,2023-02-17,58000,Makan & Minum,Credit Card,3979000,58000,98.54
TRANS024925,CUST00183,2023-02-23,67000,Makan & Minum,E-Wallet,3979000,125000,96.86
TRANS014632,CUST00183,2023-03-26,29000,Makan & Minum,Credit Card,3979000,29000,99.27
TRANS032753,CUST00183,2023-07-06,160000,Kebutuhan Kuliah,Credit Card,3979000,160000,95.98
TRANS016211,CUST00183,2023-08-31,305000,Belanja Umum,E-Wallet,3979000,305000,92.33
TRANS025671,CUST00183,2023-10-06,439000,Belanja Umum,Bank Transfer,3979000,439000,88.97
TRANS006330,CUST00183,2024-02-01,40000,Transportasi,Bank Transfer,3979000,40000,98.99
TRANS022344,CUST00183,2024-03-13,61000,Makan & Minum,Credit Card,3979000,61000,98.47
TRANS048724,CUST00183,2024-03-27,36000,Transportasi,E-Wallet,3979000,97000,97.56
TRANS008779,CUST00183,2024-05-18,98000,Kebutuhan Kuliah,Bank Transfer,3979000,98000,97.54
TRANS027712,CUST00183,2024-06-09,846000,Tagihan & Kos,Bank Transfer,3979000,846000,78.74
TRANS047489,CUST00183,2024-06-13,231000,Hiburan & Nongkrong,Bank Transfer,3979000,1077000,72.93
TRANS037611,CUST00183,2024-06-27,18000,Makan & Minum,E-Wallet,3979000,1095000,72.48
TRANS002327,CUST00183,2024-07-15,20000,Makan & Minum,Bank Transfer,3979000,20000,99.5
TRANS042708,CUST00183,2024-08-05,30000,Makan & Minum,Bank Transfer,3979000,30000,99.25
TRANS044124,CUST00183,2024-08-13,15000,Transportasi,Bank Transfer,3979000,45000,98.87
TRANS022359,CUST00183,2024-10-13,23000,Makan & Minum,Credit Card,3979000,23000,99.42
TRANS031719,CUST00183,2024-10-14,55000,Makan & Minum,Credit Card,3979000,78000,98.04
TRANS023890,CUST00183,2024-11-05,14000,Transportasi,Bank Transfer,3979000,14000,99.65
TRANS008390,CUST00183,2024-12-27,54000,Makan & Minum,E-Wallet,3979000,54000,98.64
TRANS002361,CUST00191,2023-01-02,27000,Transportasi,Credit Card,3764000,27000,99.28
TRANS004101,CUST00191,2023-01-21,31000,Transportasi,E-Wallet,3764000,58000,98.46
TRANS023497,CUST00191,2023-02-02,1029000,Tagihan & Kos,E-Wallet,3764000,1029000,72.66
TRANS024080,CUST00191,2023-05-07,65000,Makan & Minum,Credit Card,3764000,65000,98.27
TRANS004446,CUST00191,2023-06-17,28000,Makan & Minum,Bank Transfer,3764000,28000,99.26
TRANS044092,CUST00191,2023-06-28,204000,Belanja Umum,E-Wallet,3764000,232000,93.84
TRANS000249,CUST00191,2023-08-28,60000,Makan & Minum,Credit Card,3764000,60000,98.41
TRANS016488,CUST00191,2023-08-28,1428000,Tagihan & Kos,E-Wallet,3764000,1488000,60.47
TRANS038954,CUST00191,2023-10-18,47000,Makan & Minum,Bank Transfer,3764000,47000,98.75
TRANS016312,CUST00191,2023-11-27,45000,Transportasi,Bank Transfer,3764000,45000,98.8
TRANS003791,CUST00191,2023-12-07,222000,Hiburan & Nongkrong,Bank Transfer,3764000,222000,94.1
TRANS046675,CUST00191,2024-01-16,132000,Kebutuhan Kuliah,E-Wallet,3764000,132000,96.49
TRANS015886,CUST00191,2024-02-12,54000,Makan & Minum,E-Wallet,3764000,54000,98.57
TRANS008142,CUST00191,2024-03-25,44000,Transportasi,Bank Transfer,3764000,44000,98.83
TRANS037343,CUST00191,2024-04-16,32000,Transportasi,Credit Card,3764000,32000,99.15
TRANS011734,CUST00191,2024-04-22,91000,Belanja Umum,Bank Transfer,3764000,123000,96.73
TRANS007883,CUST00191,2024-04-28,167000,Hiburan & Nongkrong,Bank Transfer,3764000,290000,92.3
TRANS008580,CUST00191,2024-06-21,175000,Kebutuhan Kuliah,Credit Card,3764000,175000,95.35
TRANS009494,CUST00191,2024-08-19,28000,Makan & Minum,Bank Transfer,3764000,28000,99.26
TRANS031492,CUST00191,2024-09-26,23000,Makan & Minum,Bank Transfer,3764000,23000,99.39
TRANS004860,CUST00191,2024-10-06,986000,Tagihan & Kos,E-Wallet,3764000,986000,73.8
TRANS001241,CUST00191,2024-10-13,2375000,Tagihan & Kos,E-Wallet,3764000,3361000,10.71
TRANS002875,CUST00195,2023-02-03,29000,Transportasi,E-Wallet,1952000,29000,98.51
TRANS043834,CUST00195,2023-02-21,260000,Hiburan & Nongkrong,Bank Transfer,1952000,289000,85.19
TRANS046658,CUST00195,2023-03-02,33000,Makan & Minum,Bank Transfer,1952000,33000,98.31
TRANS016357,CUST00195,2023-03-19,63000,Makan & Minum,E-Wallet,1952000,96000,95.08
TRANS038375,CUST00195,2023-05-05,11000,Transportasi,Credit Card,1952000,11000,99.44
TRANS017983,CUST00195,2023-05-22,47000,Makan & Minum,E-Wallet,1952000,58000,97.03
TRANS005078,CUST00195,2023-06-13,151000,Hiburan & Nongkrong,E-Wallet,1952000,151000,92.26
TRANS038441,CUST00195,2023-07-02,116000,Belanja Umum,Credit Card,1952000,116000,94.06
TRANS024033,CUST00195,2023-08-04,54000,Makan & Minum,E-Wallet,1952000,54000,97.23
TRANS030532,CUST00195,2023-10-11,21000,Makan & Minum,Bank Transfer,1952000,21000,98.92
TRANS016579,CUST00195,2023-11-11,160000,Hiburan & Nongkrong,Credit Card,1952000,160000,91.8
TRANS034569,CUST00195,2023-12-28,121000,Hiburan & Nongkrong,Credit Card,1952000,121000,93.8
TRANS035957,CUST00195,2024-02-01,64000,Makan & Minum,Credit Card,1952000,64000,96.72
TRANS016895,CUST00195,2024-03-21,428000,Belanja Umum,E-Wallet,1952000,428000,78.07
TRANS043445,CUST00195,2024-05-09,47000,Makan & Minum,E-Wallet,1952000,47000,97.59
TRANS043675,CUST00195,2024-05-14,49000,Transportasi,Bank Transfer,1952000,96000,95.08
TRANS033014,CUST00195,2024-06-24,30000,Makan & Minum,E-Wallet,1952000,30000,98.46
TRANS032050,CUST00195,2024-07-30,13000,Transportasi,Bank Transfer,1952000,13000,99.33
TRANS042749,CUST00195,2024-09-17,36000,Transportasi,Credit Card,1952000,36000,98.16
TRANS031633,CUST00195,2024-09-24,26000,Transportasi,Credit Card,1952000,62000,96.82
TRANS028165,CUST00195,2024-10-28,427000,Belanja Umum,Credit Card,1952000,427000,78.12
TRANS006132,CUST00195,2024-12-05,47000,Transportasi,Credit Card,1952000,47000,97.59
TRANS001305,CUST00195,2024-12-14,15000,Makan & Minum,E-Wallet,1952000,62000,96.82
TRANS008604,CUST00195,2024-12-18,72000,Makan & Minum,E-Wallet,1952000,134000,93.14
TRANS034893,CUST00195,2024-12-19,274000,Hiburan & Nongkrong,Bank Transfer,1952000,408000,79.1
TRANS025360,CUST00202,2023-01-06,24000,Makan & Minum,E-Wallet,2853000,24000,99.16
TRANS010034,CUST00202,2023-01-12,389000,Belanja Umum,Credit Card,2853000,413000,85.52
TRANS027212,CUST00202,2023-01-15,36000,Makan & Minum,Credit Card,2853000,449000,84.26
TRANS041625,CUST00202,2023-01-19,55000,Kebutuhan Kuliah,E-Wallet,2853000,504000,82.33
TRANS011161,CUST00202,2023-03-02,24000,Transportasi,Bank Transfer,2853000,24000,99.16
TRANS010411,CUST00202,2023-04-03,40000,Kebutuhan Kuliah,E-Wallet,2853000,40000,98.6
TRANS035366,CUST00202,2023-04-06,161000,Hiburan & Nongkrong,E-Wallet,2853000,201000,92.95
TRANS043240,CUST00202,2023-04-14,86000,Hiburan & Nongkrong,Bank Transfer,2853000,287000,89.94
TRANS049751,CUST00202,2023-04-20,772000,Tagihan & Kos,Credit Card,2853000,1059000,62.88
TRANS019230,CUST00202,2023-05-03,37000,Transportasi,Bank Transfer,2853000,37000,98.7
TRANS047598,CUST00202,2023-07-08,15000,Transportasi,Bank Transfer,2853000,15000,99.47
TRANS017001,CUST00202,2023-07-20,11000,Transportasi,Bank Transfer,2853000,26000,99.09
TRANS013186,CUST00202,2023-08-14,27000,Transportasi,Bank Transfer,2853000,27000,99.05
TRANS005431,CUST00202,2023-10-20,54000,Belanja Umum,Credit Card,2853000,54000,98.11
TRANS010476,CUST00202,2023-11-20,53000,Makan & Minum,E-Wallet,2853000,53000,98.14
TRANS011125,CUST00202,2023-12-31,257000,Hiburan & Nongkrong,Credit Card,2853000,257000,90.99
TRANS021275,CUST00202,2024-01-31,547000,Tagihan & Kos,E-Wallet,2853000,547000,80.83
TRANS018187,CUST00202,2024-03-22,22000,Transportasi,E-Wallet,2853000,22000,99.23
TRANS020651,CUST00202,2024-03-24,13000,Transportasi,E-Wallet,2853000,35000,98.77
TRANS021501,CUST00202,2024-03-27,17000,Transportasi,Credit Card,2853000,52000,98.18
TRANS034441,CUST00202,2024-04-29,163000,Kebutuhan Kuliah,Credit Card,2853000,163000,94.29
TRANS037743,CUST00202,2024-06-09,21000,Transportasi,E-Wallet,2853000,21000,99.26
TRANS042188,CUST00202,2024-06-12,148000,Hiburan & Nongkrong,Bank Transfer,2853000,169000,94.08
TRANS027882,CUST00202,2024-06-27,25000,Kebutuhan Kuliah,Bank Transfer,2853000,194000,93.2
TRANS040960,CUST00202,2024-09-20,194000,Hiburan & Nongkrong,Credit Card,2853000,194000,93.2
TRANS046195,CUST00202,2024-10-10,16000,Transportasi,Bank Transfer,2853000,16000,99.44
TRANS045033,CUST00202,2024-10-25,49000,Transportasi,E-Wallet,2853000,65000,97.72
TRANS020973,CUST00202,2024-11-22,163000,Belanja Umum,Credit Card,2853000,163000,94.29
TRANS047421,CUST00202,2024-12-30,88000,Kebutuhan Kuliah,Bank Transfer,2853000,88000,96.92
TRANS020695,CUST00204,2023-02-02,199000,Kebutuhan Kuliah,Credit Card,3945000,199000,94.96
TRANS028308,CUST00204,2023-04-18,98000,Hiburan & Nongkrong,E-Wallet,3945000,98000,97.52
TRANS016894,CUST00204,2023-05-17,95000,Kebutuhan Kuliah,Credit Card,3945000,95000,97.59
TRANS048662,CUST00204,2023-06-10,193000,Kebutuhan Kuliah,E-Wallet,3945000,193000,95.11
TRANS049813,CUST00204,2023-09-21,61000,Makan & Minum,E-Wallet,3945000,61000,98.45
TRANS025497,CUST00204,2023-09-25,15000,Transportasi,E-Wallet,3945000,76000,98.07
TRANS010620,CUST00204,2023-10-09,147000,Kebutuhan Kuliah,E-Wallet,3945000,147000,96.27
TRANS030296,CUST00204,2023-12-19,30000,Makan & Minum,Credit Card,3945000,30000,99.24
TRANS049979,CUST00204,2024-01-17,1102000,Tagihan & Kos,Credit Card,3945000,1102000,72.07
TRANS033275,CUST00204,2024-04-04,66000,Makan & Minum,Bank Transfer,3945000,66000,98.33
TRANS028563,CUST00204,2024-05-07,61000,Makan & Minum,E-Wallet,3945000,61000,98.45
TRANS003386,CUST00204,2024-07-27,171000,Kebutuhan Kuliah,Bank Transfer,3945000,171000,95.67
TRANS026464,CUST00204,2024-09-14,44000,Makan & Minum,E-Wallet,3945000,44000,98.88
TRANS040176,CUST00204,2024-12-06,26000,Makan & Minum,Credit Card,3945000,26000,99.34
TRANS044131,CUST00207,2023-03-01,73000,Makan & Minum,Credit Card,3178000,73000,97.7
TRANS033146,CUST00207,2023-03-28,12000,Transportasi,Credit Card,3178000,85000,97.33
TRANS009969,CUST00207,2023-09-18,54000,Makan & Minum,E-Wallet,3178000,54000,98.3
TRANS008335,CUST00207,2023-10-16,93000,Kebutuhan Kuliah,Credit Card,3178000,93000,97.07
TRANS009485,CUST00207,2023-12-26,36000,Transportasi,Bank Transfer,3178000,36000,98.87
TRANS000458,CUST00207,2023-12-29,45000,Transportasi,E-Wallet,3178000,81000,97.45
TRANS015143,CUST00207,2024-02-10,123000,Hiburan & Nongkrong,Bank Transfer,3178000,123000,96.13
TRANS023068,CUST00207,2024-02-16,54000,Makan & Minum,E-Wallet,3178000,177000,94.43
TRANS021981,CUST00207,2024-03-11,138000,Hiburan & Nongkrong,Credit Card,3178000,138000,95.66
TRANS026606,CUST00207,2024-03-14,1464000,Tagihan & Kos,Credit Card,3178000,1602000,49.59
TRANS022433,CUST00207,2024-04-15,176000,Hiburan & Nongkrong,E-Wallet,3178000,176000,94.46
TRANS036400,CUST00207,2024-05-25,804000,Tagihan & Kos,E-Wallet,3178000,804000,74.7
TRANS031820,CUST00207,2024-06-02,27000,Transportasi,E-Wallet,3178000,27000,99.15
TRANS009860,CUST00207,2024-06-03,72000,Makan & Minum,E-Wallet,3178000,99000,96.88
TRANS025072,CUST00207,2024-06-25,33000,Makan & Minum,Bank Transfer,3178000,132000,95.85
TRANS034288,CUST00207,2024-07-03,46000,Transportasi,E-Wallet,3178000,46000,98.55
TRANS022533,CUST00207,2024-07-17,43000,Makan & Minum,E-Wallet,3178000,89000,97.2
TRANS021649,CUST00207,2024-09-05,192000,Hiburan & Nongkrong,Bank Transfer,3178000,192000,93.96
TRANS035071,CUST00207,2024-09-23,17000,Transportasi,E-Wallet,3178000,209000,93.42
TRANS003359,CUST00207,2024-10-09,144000,Kebutuhan Kuliah,Credit Card,3178000,144000,95.47
TRANS011547,CUST00207,2024-11-26,152000,Hiburan & Nongkrong,E-Wallet,3178000,152000,95.22
TRANS003468,CUST00207,2024-12-15,228000,Hiburan & Nongkrong,Credit Card,3178000,228000,92.83
TRANS033609,CUST00209,2023-03-19,467000,Belanja Umum,E-Wallet,3163000,467000,85.24
TRANS049392,CUST00209,2023-03-28,19000,Transportasi,E-Wallet,3163000,486000,84.63
TRANS000872,CUST00209,2023-05-03,224000,Belanja Umum,Bank Transfer,3163000,224000,92.92
TRANS029717,CUST00209,2023-05-31,175000,Kebutuhan Kuliah,Bank Transfer,3163000,399000,87.39
TRANS003872,CUST00209,2023-06-05,30000,Makan & Minum,Credit Card,3163000,30000,99.05
TRANS025854,CUST00209,2023-06-25,202000,Hiburan & Nongkrong,Credit Card,3163000,232000,92.67
TRANS026542,CUST00209,2023-08-30,112000,Hiburan & Nongkrong,E-Wallet,3163000,112000,96.46
TRANS021618,CUST00209,2023-09-24,224000,Belanja Umum,E-Wallet,3163000,224000,92.92
TRANS019269,CUST00209,2023-10-15,134000,Kebutuhan Kuliah,E-Wallet,3163000,134000,95.76
TRANS008817,CUST00209,2023-11-15,177000,Kebutuhan Kuliah,Credit Card,3163000,177000,94.4
TRANS005212,CUST00209,2024-01-22,65000,Makan & Minum,Credit Card,3163000,65000,97.94
TRANS035743,CUST00209,2024-01-22,37000,Makan & Minum,Credit Card,3163000,102000,96.78
TRANS031000,CUST00209,2024-02-13,23000,Transportasi,Credit Card,3163000,23000,99.27
TRANS004417,CUST00209,2024-03-18,48000,Transportasi,Credit Card,3163000,48000,98.48
TRANS042815,CUST00209,2024-04-15,38000,Transportasi,Bank Transfer,3163000,38000,98.8
TRANS022938,CUST00209,2024-05-14,156000,Hiburan & Nongkrong,E-Wallet,3163000,156000,95.07
TRANS015943,CUST00209,2024-05-22,495000,Belanja Umum,Credit Card,3163000,651000,79.42
TRANS014738,CUST00209,2024-05-23,1974000,Tagihan & Kos,Credit Card,3163000,2625000,17.01
TRANS046540,CUST00209,2024-07-06,12000,Transportasi,Bank Transfer,3163000,12000,99.62
TRANS031723,CUST00209,2024-08-26,67000,Makan & Minum,Bank Transfer,3163000,67000,97.88
TRANS033957,CUST00209,2024-09-17,73000,Makan & Minum,E-Wallet,3163000,73000,97.69
TRANS046652,CUST00209,2024-09-18,69000,Makan & Minum,Credit Card,3163000,142000,95.51
TRANS026717,CUST00209,2024-10-04,158000,Kebutuhan Kuliah,Credit Card,3163000,158000,95.0
TRANS034635,CUST00209,2024-11-27,14000,Transportasi,Bank Transfer,3163000,14000,99.56
TRANS032011,CUST00213,2023-03-29,48000,Makan & Minum,E-Wallet,2559000,48000,98.12
TRANS043222,CUST00213,2023-04-08,92000,Belanja Umum,E-Wallet,2559000,92000,96.4
TRANS005243,CUST00213,2023-04-22,68000,Makan & Minum,E-Wallet,2559000,160000,93.75
TRANS047416,CUST00213,2023-04-24,68000,Makan & Minum,E-Wallet,2559000,228000,91.09
TRANS038309,CUST00213,2023-05-15,178000,Hiburan & Nongkrong,Bank Transfer,2559000,178000,93.04
TRANS023614,CUST00213,2023-06-22,36000,Transportasi,E-Wallet,2559000,36000,98.59
TRANS037303,CUST00213,2023-07-22,65000,Makan & Minum,Bank Transfer,2559000,65000,97.46
TRANS014441,CUST00213,2023-07-28,42000,Transportasi,Credit Card,2559000,107000,95.82
TRANS011367,CUST00213,2023-08-24,15000,Makan & Minum,Credit Card,2559000,15000,99.41
TRANS003559,CUST00213,2023-11-23,17000,Transportasi,Bank Transfer,2559000,17000,99.34
TRANS029585,CUST00213,2024-01-20,22000,Transportasi,E-Wallet,2559000,22000,99.14
TRANS024907,CUST00213,2024-03-21,335000,Belanja Umum,Credit Card,2559000,335000,86.91
TRANS009715,CUST00213,2024-03-22,93000,Kebutuhan Kuliah,E-Wallet,2559000,428000,83.27
TRANS008835,CUST00213,2024-05-09,72000,Makan & Minum,Bank Transfer,2559000,72000,97.19
TRANS034721,CUST00213,2024-06-25,47000,Transportasi,Credit Card,2559000,47000,98.16
TRANS036874,CUST00213,2024-07-11,40000,Makan & Minum,E-Wallet,2559000,40000,98.44
TRANS000470,CUST00213,2024-12-24,63000,Makan & Minum,Credit Card,2559000,63000,97.54
TRANS022762,CUST00218,2023-01-26,50000,Makan & Minum,E-Wallet,3187000,50000,98.43
TRANS041782,CUST00218,2023-03-13,194000,Belanja Umum,Bank Transfer,3187000,194000,93.91
TRANS039508,CUST00218,2023-03-19,12000,Transportasi,E-Wallet,3187000,206000,93.54
TRANS030074,CUST00218,2023-06-05,24000,Transportasi,E-Wallet,3187000,24000,99.25
TRANS044665,CUST00218,2023-07-16,53000,Makan & Minum,Credit Card,3187000,53000,98.34
TRANS016688,CUST00218,2023-08-11,47000,Makan & Minum,E-Wallet,3187000,47000,98.53
TRANS038816,CUST00218,2023-08-18,200000,Hiburan & Nongkrong,Credit Card,3187000,247000,92.25
TRANS047414,CUST00218,2023-09-27,180000,Belanja Umum,Credit Card,3187000,180000,94.35
TRANS028913,CUST00218,2023-10-27,16000,Transportasi,E-Wallet,3187000,16000,99.5
TRANS031353,CUST00218,2023-11-15,62000,Makan & Minum,E-Wallet,3187000,62000,98.05
TRANS034925,CUST00218,2023-12-03,39000,Transportasi,Credit Card,3187000,39000,98.78
TRANS028144,CUST00218,2024-02-02,137000,Kebutuhan Kuliah,E-Wallet,3187000,137000,95.7
TRANS026299,CUST00218,2024-04-04,128000,Hiburan & Nongkrong,E-Wallet,3187000,128000,95.98
TRANS017722,CUST00218,2024-04-08,25000,Makan & Minum,Bank Transfer,3187000,153000,95.2
TRANS002558,CUST00218,2024-04-09,88000,Hiburan & Nongkrong,E-Wallet,3187000,241000,92.44
TRANS011728,CUST00218,2024-07-11,15000,Transportasi,Credit Card,3187000,15000,99.53
TRANS012690,CUST00218,2024-09-08,468000,Belanja Umum,Bank Transfer,3187000,468000,85.32
TRANS029565,CUST00218,2024-10-12,40000,Transportasi,E-Wallet,3187000,40000,98.74
TRANS035017,CUST00218,2024-11-10,160000,Kebutuhan Kuliah,E-Wallet,3187000,160000,94.98
TRANS002753,CUST00218,2024-11-15,31000,Makan & Minum,Credit Card,3187000,191000,94.01
TRANS005176,CUST00218,2024-12-22,24000,Makan & Minum,Bank Transfer,3187000,24000,99.25
TRANS013434,CUST00220,2023-01-04,36000,Transportasi,E-Wallet,2228000,36000,98.38
TRANS048086,CUST00220,2023-01-05,262000,Hiburan & Nongkrong,Bank Transfer,2228000,298000,86.62
TRANS028711,CUST00220,2023-01-26,24000,Transportasi,E-Wallet,2228000,322000,85.55
TRANS013737,CUST00220,2023-04-11,42000,Makan & Minum,Credit Card,2228000,42000,98.11
TRANS011377,CUST00220,2023-04-23,34000,Transportasi,Bank Transfer,2228000,76000,96.59
TRANS038072,CUST00220,2023-06-19,246000,Hiburan & Nongkrong,E-Wallet,2228000,246000,88.96
TRANS006372,CUST00220,2023-07-02,50000,Makan & Minum,Bank Transfer,2228000,50000,97.76
TRANS006127,CUST00220,2023-09-01,155000,Hiburan & Nongkrong,Bank Transfer,2228000,155000,93.04
TRANS018275,CUST00220,2023-09-03,170000,Belanja Umum,E-Wallet,2228000,325000,85.41
TRANS033409,CUST00220,2023-10-06,49000,Makan & Minum,Bank Transfer,2228000,49000,97.8
TRANS031240,CUST00220,2023-11-08,19000,Makan & Minum,E-Wallet,2228000,19000,99.15
TRANS029387,CUST00220,2023-11-11,53000,Makan & Minum,Bank Transfer,2228000,72000,96.77
TRANS043726,CUST00220,2023-11-18,100000,Hiburan & Nongkrong,Credit Card,2228000,172000,92.28
TRANS021289,CUST00220,2023-12-18,42000,Makan & Minum,Bank Transfer,2228000,42000,98.11
TRANS035952,CUST00220,2024-01-18,63000,Belanja Umum,Bank Transfer,2228000,63000,97.17
